Version Num, 1.00, 
Building Num, 1, 
Room Num, 12, 
Occupant Num, 21, 
Start Time, 2015-1-0, 
End Time, 2015-1-10, 
step,time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,
454, 2015/1/2 13:50:00, 1,1,1,2,2,2,3,3,3,4,4,4,0,5,5,6,0,6,7,7,7,
455, 2015/1/2 13:55:00, 8,1,1,2,2,2,3,3,3,4,4,4,5,5,5,0,0,11,7,7,7,
456, 2015/1/2 14:0:00, 8,1,1,2,2,2,3,3,3,4,4,4,5,5,5,0,6,6,7,7,7,
457, 2015/1/2 14:5:00, 3,1,1,2,2,11,3,3,3,4,4,4,5,5,5,0,6,6,7,7,7,
458, 2015/1/2 14:10:00, 3,1,1,2,5,11,3,3,3,4,4,4,5,5,5,0,6,6,7,7,7,
459, 2015/1/2 14:15:00, 11,1,1,2,5,2,3,3,3,4,4,4,5,12,5,0,6,6,7,7,7,
460, 2015/1/2 14:20:00, 11,1,1,2,5,12,3,3,3,4,4,8,5,5,5,0,6,6,7,8,7,
461, 2015/1/2 14:25:00, 1,10,1,2,5,12,3,3,3,4,4,8,5,5,5,10,10,12,7,7,10,
462, 2015/1/2 14:30:00, 1,10,1,2,5,9,3,3,9,9,9,9,5,5,5,10,10,12,11,7,10,
463, 2015/1/2 14:35:00, 1,10,1,11,5,9,3,3,9,9,9,9,5,5,5,10,10,6,6,7,10,
464, 2015/1/2 14:40:00, 1,10,1,2,5,9,3,3,9,9,9,9,5,5,5,10,10,6,6,7,10,
465, 2015/1/2 14:45:00, 1,10,1,2,5,9,3,3,9,9,9,9,5,5,5,10,10,6,6,8,10,
466, 2015/1/2 14:50:00, 1,10,1,2,5,1,3,3,6,1,3,2,5,8,5,10,10,6,6,7,10,
467, 2015/1/2 14:55:00, 1,10,1,2,5,1,3,1,6,4,3,2,5,5,12,10,10,6,6,7,10,
468, 2015/1/2 15:0:00, 1,10,1,2,5,1,3,3,5,4,3,8,5,5,11,10,10,12,2,7,10,
469, 2015/1/2 15:5:00, 1,10,1,2,5,0,11,12,5,4,3,11,5,5,11,10,10,6,2,7,10,
470, 2015/1/2 15:10:00, 1,10,1,2,5,0,3,12,3,4,3,3,5,5,5,10,10,6,2,7,10,
471, 2015/1/2 15:15:00, 1,10,1,2,2,11,3,12,3,4,3,3,12,5,5,10,10,12,2,7,10,
472, 2015/1/2 15:20:00, 1,10,1,2,9,2,9,3,3,4,3,3,3,5,5,10,10,6,2,7,10,
473, 2015/1/2 15:25:00, 1,10,1,2,9,2,9,3,3,4,3,3,0,5,5,10,10,6,1,7,10,
474, 2015/1/2 15:30:00, 1,10,1,2,9,2,9,3,3,4,3,3,5,12,5,10,10,6,1,7,10,
475, 2015/1/2 15:35:00, 1,10,1,2,9,2,9,3,3,4,4,4,5,12,5,10,10,6,1,7,10,
476, 2015/1/2 15:40:00, 1,10,1,2,9,2,9,3,0,4,0,4,5,5,5,10,10,6,7,7,10,
477, 2015/1/2 15:45:00, 1,10,1,2,9,2,9,3,0,4,0,4,5,5,5,10,10,6,7,7,10,
478, 2015/1/2 15:50:00, 1,10,1,2,9,2,9,3,3,4,0,4,5,5,5,10,10,6,7,7,10,
479, 2015/1/2 15:55:00, 1,10,1,2,9,0,9,3,3,4,0,4,5,5,5,10,10,6,7,7,10,
480, 2015/1/2 16:0:00, 1,10,1,2,9,0,9,3,3,4,0,4,5,8,5,10,10,6,7,7,10,
481, 2015/1/2 16:5:00, 1,10,1,11,9,0,9,3,3,4,0,4,5,8,5,10,10,6,7,7,10,
482, 2015/1/2 16:10:00, 1,10,1,11,9,0,9,3,3,4,4,4,5,8,5,10,10,6,7,7,10,
483, 2015/1/2 16:15:00, 1,10,1,2,9,0,9,3,3,4,4,4,4,5,5,10,10,6,7,7,10,
484, 2015/1/2 16:20:00, 1,10,1,2,9,0,9,3,3,4,4,4,5,8,5,10,10,6,4,7,10,
485, 2015/1/2 16:25:00, 11,10,1,2,9,0,9,3,5,4,0,4,5,5,5,10,10,6,4,7,10,
486, 2015/1/2 16:30:00, 1,10,1,0,9,2,9,3,5,4,0,4,5,5,5,10,10,11,4,7,10,
487, 2015/1/2 16:35:00, 1,10,1,0,9,4,9,3,5,4,0,4,5,5,5,10,10,6,4,7,10,
488, 2015/1/2 16:40:00, 1,10,1,0,9,4,9,3,5,4,0,4,5,5,5,10,10,6,2,7,10,
489, 2015/1/2 16:45:00, 1,10,11,0,9,4,9,3,5,4,0,4,5,5,5,10,10,6,2,7,10,
490, 2015/1/2 16:50:00, 1,10,8,0,9,4,9,3,5,12,4,4,5,5,8,10,10,6,7,7,10,
491, 2015/1/2 16:55:00, 1,10,7,2,9,4,9,3,5,11,4,4,5,5,11,10,10,6,7,7,10,
492, 2015/1/2 17:0:00, 1,10,11,2,9,6,9,3,6,11,4,4,5,5,5,10,10,6,7,7,10,
493, 2015/1/2 17:5:00, 8,10,1,2,9,6,9,3,3,8,4,4,5,8,5,10,10,6,7,7,10,
494, 2015/1/2 17:10:00, 12,10,1,2,9,6,9,3,3,8,4,4,5,5,5,10,10,6,7,7,10,
495, 2015/1/2 17:15:00, 12,10,1,2,9,3,9,3,0,4,4,4,5,5,5,10,10,6,7,7,10,
496, 2015/1/2 17:20:00, 12,10,1,2,9,11,9,0,0,4,4,4,5,5,5,10,10,6,7,7,10,
497, 2015/1/2 17:25:00, 11,10,1,2,9,6,9,0,8,4,0,11,5,5,5,10,10,6,7,7,10,
498, 2015/1/2 17:30:00, 11,10,1,2,9,4,9,0,4,4,0,11,5,8,5,10,10,8,7,7,10,
499, 2015/1/2 17:35:00, 11,10,1,2,9,4,9,1,4,4,0,4,5,5,0,10,10,8,7,7,10,
500, 2015/1/2 17:40:00, 1,10,1,2,9,4,9,3,4,4,4,4,5,5,0,10,10,8,1,7,10,
501, 2015/1/2 17:45:00, 1,10,1,2,9,6,9,3,2,4,4,4,5,5,0,10,10,6,1,7,10,
502, 2015/1/2 17:50:00, 1,10,1,2,9,6,9,3,2,4,4,4,5,0,0,10,10,6,1,7,10,
503, 2015/1/2 17:55:00, 2,10,1,2,9,1,9,3,2,4,4,4,5,0,0,10,10,6,1,7,10,
504, 2015/1/2 18:0:00, 2,10,0,2,9,1,9,3,0,4,4,4,0,0,0,10,10,6,1,7,10,
505, 2015/1/2 18:5:00, 2,12,0,0,0,1,0,0,0,4,4,0,5,0,0,12,0,6,0,0,3,
506, 2015/1/2 18:10:00, 2,11,0,0,0,1,0,0,0,4,4,0,5,0,0,4,0,6,0,0,3,
507, 2015/1/2 18:15:00, 2,12,0,0,0,1,0,0,0,4,4,0,5,0,0,4,0,6,0,0,3,
508, 2015/1/2 18:20:00, 2,8,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,6,0,0,0,
509, 2015/1/2 18:25:00, 2,1,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,6,0,0,0,
510, 2015/1/2 18:30:00, 3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,
511, 2015/1/2 18:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
512, 2015/1/2 18:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
513, 2015/1/2 18:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
514, 2015/1/2 18:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
515, 2015/1/2 18:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
516, 2015/1/2 19:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
517, 2015/1/2 19:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
518, 2015/1/2 19:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
519, 2015/1/2 19:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
520, 2015/1/2 19:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
521, 2015/1/2 19:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
522, 2015/1/2 19:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
523, 2015/1/2 19:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
524, 2015/1/2 19:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
525, 2015/1/2 19:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
526, 2015/1/2 19:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
527, 2015/1/2 19:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
528, 2015/1/2 20:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
529, 2015/1/2 20:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
530, 2015/1/2 20:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
531, 2015/1/2 20:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
532, 2015/1/2 20:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
533, 2015/1/2 20:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
534, 2015/1/2 20:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
535, 2015/1/2 20:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
536, 2015/1/2 20:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
537, 2015/1/2 20:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
538, 2015/1/2 20:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
539, 2015/1/2 20:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
540, 2015/1/2 21:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
541, 2015/1/2 21:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
542, 2015/1/2 21:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
543, 2015/1/2 21:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
544, 2015/1/2 21:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
545, 2015/1/2 21:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
546, 2015/1/2 21:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
547, 2015/1/2 21:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
548, 2015/1/2 21:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
549, 2015/1/2 21:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
550, 2015/1/2 21:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
551, 2015/1/2 21:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
552, 2015/1/2 22:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
553, 2015/1/2 22:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
554, 2015/1/2 22:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
555, 2015/1/2 22:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
556, 2015/1/2 22:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
557, 2015/1/2 22:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
558, 2015/1/2 22:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
559, 2015/1/2 22:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
560, 2015/1/2 22:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
561, 2015/1/2 22:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
562, 2015/1/2 22:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
563, 2015/1/2 22:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
564, 2015/1/2 23:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
565, 2015/1/2 23:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
566, 2015/1/2 23:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
567, 2015/1/2 23:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
568, 2015/1/2 23:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
569, 2015/1/2 23:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
570, 2015/1/2 23:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
571, 2015/1/2 23:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
572, 2015/1/2 23:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
573, 2015/1/2 23:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
574, 2015/1/2 23:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
575, 2015/1/2 23:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
576, 2015/1/3 0:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
577, 2015/1/3 0:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
578, 2015/1/3 0:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
579, 2015/1/3 0:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
580, 2015/1/3 0:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
581, 2015/1/3 0:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
582, 2015/1/3 0:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
583, 2015/1/3 0:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
584, 2015/1/3 0:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
585, 2015/1/3 0:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
586, 2015/1/3 0:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
587, 2015/1/3 0:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
588, 2015/1/3 1:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
589, 2015/1/3 1:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
590, 2015/1/3 1:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
591, 2015/1/3 1:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
592, 2015/1/3 1:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
593, 2015/1/3 1:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
594, 2015/1/3 1:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
595, 2015/1/3 1:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
596, 2015/1/3 1:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
597, 2015/1/3 1:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
598, 2015/1/3 1:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
599, 2015/1/3 1:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
600, 2015/1/3 2:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
601, 2015/1/3 2:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
602, 2015/1/3 2:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
603, 2015/1/3 2:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
604, 2015/1/3 2:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
605, 2015/1/3 2:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
606, 2015/1/3 2:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
607, 2015/1/3 2:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
608, 2015/1/3 2:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
609, 2015/1/3 2:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
610, 2015/1/3 2:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
611, 2015/1/3 2:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
612, 2015/1/3 3:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
613, 2015/1/3 3:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
614, 2015/1/3 3:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
615, 2015/1/3 3:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
616, 2015/1/3 3:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
617, 2015/1/3 3:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
618, 2015/1/3 3:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
619, 2015/1/3 3:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
620, 2015/1/3 3:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
621, 2015/1/3 3:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
622, 2015/1/3 3:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
623, 2015/1/3 3:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
624, 2015/1/3 4:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
625, 2015/1/3 4:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
626, 2015/1/3 4:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
627, 2015/1/3 4:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
628, 2015/1/3 4:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
629, 2015/1/3 4:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
630, 2015/1/3 4:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
631, 2015/1/3 4:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
632, 2015/1/3 4:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
633, 2015/1/3 4:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
634, 2015/1/3 4:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
635, 2015/1/3 4:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
636, 2015/1/3 5:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
637, 2015/1/3 5:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
638, 2015/1/3 5:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
639, 2015/1/3 5:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
640, 2015/1/3 5:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
641, 2015/1/3 5:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
642, 2015/1/3 5:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
643, 2015/1/3 5:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
644, 2015/1/3 5:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
645, 2015/1/3 5:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
646, 2015/1/3 5:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
647, 2015/1/3 5:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
648, 2015/1/3 6:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
649, 2015/1/3 6:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
650, 2015/1/3 6:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
651, 2015/1/3 6:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
652, 2015/1/3 6:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
653, 2015/1/3 6:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
654, 2015/1/3 6:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
655, 2015/1/3 6:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
656, 2015/1/3 6:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
657, 2015/1/3 6:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
658, 2015/1/3 6:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
659, 2015/1/3 6:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
660, 2015/1/3 7:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
661, 2015/1/3 7:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
662, 2015/1/3 7:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
663, 2015/1/3 7:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
664, 2015/1/3 7:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
665, 2015/1/3 7:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
666, 2015/1/3 7:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
667, 2015/1/3 7:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
668, 2015/1/3 7:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
669, 2015/1/3 7:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
670, 2015/1/3 7:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
671, 2015/1/3 7:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
672, 2015/1/3 8:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
673, 2015/1/3 8:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
674, 2015/1/3 8:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
675, 2015/1/3 8:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
676, 2015/1/3 8:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
677, 2015/1/3 8:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
678, 2015/1/3 8:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
679, 2015/1/3 8:35:00, 0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
680, 2015/1/3 8:40:00, 0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
681, 2015/1/3 8:45:00, 0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,
682, 2015/1/3 8:50:00, 0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,
683, 2015/1/3 8:55:00, 0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,
684, 2015/1/3 9:0:00, 0,0,0,0,2,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,
