Version Num, 1.00, 
Building Num, 1, 
Room Num, 12, 
Occupant Num, 21, 
Start Time, 2015-1-0, 
End Time, 2015-1-10, 
step,time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,
223, 2015/1/1 18:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
224, 2015/1/1 18:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
225, 2015/1/1 18:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
226, 2015/1/1 18:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
227, 2015/1/1 18:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
228, 2015/1/1 19:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
229, 2015/1/1 19:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230, 2015/1/1 19:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
231, 2015/1/1 19:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
232, 2015/1/1 19:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
233, 2015/1/1 19:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
234, 2015/1/1 19:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
235, 2015/1/1 19:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
236, 2015/1/1 19:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
237, 2015/1/1 19:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
238, 2015/1/1 19:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
239, 2015/1/1 19:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
240, 2015/1/1 20:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
241, 2015/1/1 20:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
242, 2015/1/1 20:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
243, 2015/1/1 20:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
244, 2015/1/1 20:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
245, 2015/1/1 20:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
246, 2015/1/1 20:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
247, 2015/1/1 20:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
248, 2015/1/1 20:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
249, 2015/1/1 20:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
250, 2015/1/1 20:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
251, 2015/1/1 20:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
252, 2015/1/1 21:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
253, 2015/1/1 21:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
254, 2015/1/1 21:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
255, 2015/1/1 21:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
256, 2015/1/1 21:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257, 2015/1/1 21:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
258, 2015/1/1 21:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
259, 2015/1/1 21:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260, 2015/1/1 21:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
261, 2015/1/1 21:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
262, 2015/1/1 21:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
263, 2015/1/1 21:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
264, 2015/1/1 22:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
265, 2015/1/1 22:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
266, 2015/1/1 22:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
267, 2015/1/1 22:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
268, 2015/1/1 22:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
269, 2015/1/1 22:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
270, 2015/1/1 22:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
271, 2015/1/1 22:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
272, 2015/1/1 22:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
273, 2015/1/1 22:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
274, 2015/1/1 22:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
275, 2015/1/1 22:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
276, 2015/1/1 23:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
277, 2015/1/1 23:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
278, 2015/1/1 23:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
279, 2015/1/1 23:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
280, 2015/1/1 23:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
281, 2015/1/1 23:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
282, 2015/1/1 23:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
283, 2015/1/1 23:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
284, 2015/1/1 23:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
285, 2015/1/1 23:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
286, 2015/1/1 23:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
287, 2015/1/1 23:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
288, 2015/1/2 0:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
289, 2015/1/2 0:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
290, 2015/1/2 0:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
291, 2015/1/2 0:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
292, 2015/1/2 0:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
293, 2015/1/2 0:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
294, 2015/1/2 0:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
295, 2015/1/2 0:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
296, 2015/1/2 0:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
297, 2015/1/2 0:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
298, 2015/1/2 0:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
299, 2015/1/2 0:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300, 2015/1/2 1:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
301, 2015/1/2 1:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
302, 2015/1/2 1:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
303, 2015/1/2 1:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
304, 2015/1/2 1:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
305, 2015/1/2 1:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
306, 2015/1/2 1:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
307, 2015/1/2 1:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
308, 2015/1/2 1:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
309, 2015/1/2 1:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
310, 2015/1/2 1:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
311, 2015/1/2 1:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
312, 2015/1/2 2:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
313, 2015/1/2 2:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
314, 2015/1/2 2:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
315, 2015/1/2 2:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
316, 2015/1/2 2:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
317, 2015/1/2 2:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
318, 2015/1/2 2:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
319, 2015/1/2 2:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
320, 2015/1/2 2:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
321, 2015/1/2 2:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
322, 2015/1/2 2:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
323, 2015/1/2 2:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
324, 2015/1/2 3:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
325, 2015/1/2 3:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
326, 2015/1/2 3:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
327, 2015/1/2 3:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
328, 2015/1/2 3:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
329, 2015/1/2 3:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
330, 2015/1/2 3:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
331, 2015/1/2 3:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
332, 2015/1/2 3:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
333, 2015/1/2 3:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
334, 2015/1/2 3:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
335, 2015/1/2 3:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
336, 2015/1/2 4:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
337, 2015/1/2 4:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
338, 2015/1/2 4:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
339, 2015/1/2 4:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
340, 2015/1/2 4:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
341, 2015/1/2 4:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
342, 2015/1/2 4:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
343, 2015/1/2 4:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
344, 2015/1/2 4:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
345, 2015/1/2 4:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
346, 2015/1/2 4:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
347, 2015/1/2 4:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
348, 2015/1/2 5:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
349, 2015/1/2 5:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
350, 2015/1/2 5:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
351, 2015/1/2 5:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
352, 2015/1/2 5:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
353, 2015/1/2 5:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
354, 2015/1/2 5:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
355, 2015/1/2 5:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
356, 2015/1/2 5:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
357, 2015/1/2 5:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
358, 2015/1/2 5:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
359, 2015/1/2 5:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
360, 2015/1/2 6:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
361, 2015/1/2 6:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
362, 2015/1/2 6:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
363, 2015/1/2 6:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
364, 2015/1/2 6:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
365, 2015/1/2 6:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
366, 2015/1/2 6:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
367, 2015/1/2 6:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
368, 2015/1/2 6:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
369, 2015/1/2 6:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
370, 2015/1/2 6:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
371, 2015/1/2 6:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
372, 2015/1/2 7:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
373, 2015/1/2 7:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
374, 2015/1/2 7:10:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
375, 2015/1/2 7:15:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376, 2015/1/2 7:20:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
377, 2015/1/2 7:25:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378, 2015/1/2 7:30:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
379, 2015/1/2 7:35:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
380, 2015/1/2 7:40:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
381, 2015/1/2 7:45:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
382, 2015/1/2 7:50:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
383, 2015/1/2 7:55:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
384, 2015/1/2 8:0:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
385, 2015/1/2 8:5:00, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
386, 2015/1/2 8:10:00, 0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
387, 2015/1/2 8:15:00, 0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
388, 2015/1/2 8:20:00, 0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
389, 2015/1/2 8:25:00, 0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
390, 2015/1/2 8:30:00, 0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
391, 2015/1/2 8:35:00, 0,0,1,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,
392, 2015/1/2 8:40:00, 0,0,1,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,0,
393, 2015/1/2 8:45:00, 0,0,1,0,0,0,3,0,3,0,0,4,0,5,0,0,0,0,0,7,0,
394, 2015/1/2 8:50:00, 0,0,1,0,0,0,3,0,3,0,0,4,0,5,0,0,0,0,0,7,1,
395, 2015/1/2 8:55:00, 0,0,1,0,0,0,3,0,3,0,0,4,0,5,0,0,6,6,0,7,1,
396, 2015/1/2 9:0:00, 1,0,1,0,0,0,3,0,3,0,0,2,0,5,5,0,6,6,0,7,2,
397, 2015/1/2 9:5:00, 1,0,1,10,10,2,3,0,3,0,0,4,0,10,10,0,10,6,0,7,7,
398, 2015/1/2 9:10:00, 1,0,12,10,10,2,3,0,5,0,0,4,0,10,10,0,10,6,0,7,7,
399, 2015/1/2 9:15:00, 1,1,12,10,10,2,7,0,5,4,0,4,5,10,10,0,10,6,0,7,7,
400, 2015/1/2 9:20:00, 9,1,11,10,10,2,7,0,9,4,0,4,5,10,10,0,10,6,9,7,8,
401, 2015/1/2 9:25:00, 9,1,11,10,10,2,1,0,9,4,0,4,5,10,10,0,10,6,9,7,8,
402, 2015/1/2 9:30:00, 9,1,5,10,10,2,1,0,9,4,0,4,5,10,10,0,10,6,9,7,8,
403, 2015/1/2 9:35:00, 9,1,5,10,10,2,1,0,9,4,0,4,5,10,10,0,10,8,9,7,7,
404, 2015/1/2 9:40:00, 9,1,5,10,10,2,1,0,9,4,0,4,5,10,10,0,10,8,9,7,7,
405, 2015/1/2 9:45:00, 9,1,5,10,10,3,1,0,9,12,4,4,5,10,10,6,10,8,9,7,0,
406, 2015/1/2 9:50:00, 9,1,5,10,10,3,1,0,9,12,4,4,5,10,10,6,10,8,9,7,0,
407, 2015/1/2 9:55:00, 9,1,5,10,10,3,1,0,9,12,4,4,5,10,10,6,10,8,9,7,7,
408, 2015/1/2 10:0:00, 9,1,5,10,10,11,1,3,9,12,4,4,5,10,10,6,10,6,9,11,7,
409, 2015/1/2 10:5:00, 3,1,5,10,10,2,1,3,11,12,4,4,5,10,10,6,10,6,7,7,7,
410, 2015/1/2 10:10:00, 3,8,5,10,10,2,1,3,3,12,4,4,5,10,10,6,10,6,7,7,7,
411, 2015/1/2 10:15:00, 1,9,5,10,10,2,1,3,11,9,4,4,5,10,10,6,10,6,9,7,7,
412, 2015/1/2 10:20:00, 1,9,5,10,10,1,1,3,11,9,4,4,5,10,10,6,10,6,9,7,7,
413, 2015/1/2 10:25:00, 1,9,5,10,10,3,1,7,11,9,4,4,5,10,10,6,10,6,9,7,7,
414, 2015/1/2 10:30:00, 1,9,8,10,10,3,1,7,11,9,4,4,5,10,10,6,10,6,9,7,7,
415, 2015/1/2 10:35:00, 1,9,1,10,10,3,1,0,3,9,4,4,5,10,10,12,10,6,9,7,7,
416, 2015/1/2 10:40:00, 1,9,1,10,10,3,1,11,3,9,4,4,5,10,10,12,10,8,9,7,8,
417, 2015/1/2 10:45:00, 1,9,1,10,10,3,1,11,3,9,0,4,5,10,10,2,10,6,9,8,8,
418, 2015/1/2 10:50:00, 1,9,1,10,10,3,1,11,3,9,4,4,5,10,10,2,10,6,9,8,8,
419, 2015/1/2 10:55:00, 8,9,1,10,10,5,1,11,3,9,4,4,5,10,10,2,10,8,9,7,7,
420, 2015/1/2 11:0:00, 0,9,1,10,10,5,1,3,3,9,4,8,5,10,10,2,10,6,9,7,12,
421, 2015/1/2 11:5:00, 0,9,1,10,10,5,1,3,3,9,4,8,5,10,10,2,10,12,9,7,12,
422, 2015/1/2 11:10:00, 0,9,1,10,10,5,1,3,3,9,4,8,5,10,10,2,10,12,9,7,0,
423, 2015/1/2 11:15:00, 0,9,1,10,10,5,3,3,3,9,4,8,5,10,10,2,10,6,9,7,0,
424, 2015/1/2 11:20:00, 0,9,1,10,10,5,3,3,3,9,4,8,5,10,10,6,10,6,9,7,0,
425, 2015/1/2 11:25:00, 0,9,1,10,10,5,3,3,1,9,4,11,5,10,10,6,10,6,9,7,7,
426, 2015/1/2 11:30:00, 1,9,1,10,10,6,3,11,1,9,4,11,5,10,10,6,10,6,9,7,7,
427, 2015/1/2 11:35:00, 1,7,1,10,10,6,3,6,1,3,4,11,5,10,10,6,10,6,0,7,7,
428, 2015/1/2 11:40:00, 1,7,1,10,10,2,3,6,1,3,0,0,5,10,10,6,10,6,0,7,7,
429, 2015/1/2 11:45:00, 0,7,1,10,10,2,3,6,0,3,0,0,5,10,10,6,10,6,0,7,7,
430, 2015/1/2 11:50:00, 0,12,1,10,10,2,3,0,0,3,0,0,5,10,10,6,10,6,0,7,7,
431, 2015/1/2 11:55:00, 0,12,11,10,10,2,3,0,0,3,0,0,5,10,10,6,10,6,0,7,7,
432, 2015/1/2 12:0:00, 0,12,12,10,10,2,3,0,0,3,0,0,5,10,10,6,10,6,0,7,7,
433, 2015/1/2 12:5:00, 0,8,12,12,2,12,3,0,0,4,0,0,5,0,11,6,11,6,0,7,7,
434, 2015/1/2 12:10:00, 0,1,12,11,2,4,3,0,0,4,0,0,5,0,11,6,12,6,0,7,7,
435, 2015/1/2 12:15:00, 0,1,11,2,2,4,3,0,0,4,0,0,5,0,11,0,12,6,0,7,7,
436, 2015/1/2 12:20:00, 0,1,0,2,2,4,3,0,0,4,0,4,5,0,8,0,0,6,0,11,0,
437, 2015/1/2 12:25:00, 0,1,0,2,2,1,0,0,0,4,0,4,5,0,8,6,6,6,0,7,0,
438, 2015/1/2 12:30:00, 0,1,0,2,2,2,0,0,0,4,0,4,5,0,5,6,6,6,0,11,0,
439, 2015/1/2 12:35:00, 0,11,1,2,0,2,0,0,0,0,0,4,5,0,5,6,6,6,0,7,0,
440, 2015/1/2 12:40:00, 0,1,1,2,0,2,0,0,0,0,0,4,5,0,5,6,6,12,0,7,0,
441, 2015/1/2 12:45:00, 0,1,1,2,0,2,0,0,0,4,0,4,5,5,5,2,6,12,7,7,0,
442, 2015/1/2 12:50:00, 1,1,1,2,0,0,0,0,3,4,0,4,0,11,5,2,6,12,7,7,0,
443, 2015/1/2 12:55:00, 1,1,1,2,0,0,0,0,3,4,0,4,0,11,5,6,6,6,7,7,0,
444, 2015/1/2 13:0:00, 1,1,1,2,0,0,0,3,3,12,0,4,0,11,5,6,6,6,8,8,0,
445, 2015/1/2 13:5:00, 1,1,1,2,2,0,0,3,3,12,4,4,0,8,5,6,6,6,8,7,0,
446, 2015/1/2 13:10:00, 1,1,1,2,2,0,0,3,3,12,4,4,0,5,5,6,6,6,6,7,7,
447, 2015/1/2 13:15:00, 1,1,1,2,2,2,3,3,3,4,4,4,0,5,5,6,6,6,11,7,7,
448, 2015/1/2 13:20:00, 1,1,1,2,2,2,3,3,3,4,4,4,0,5,5,6,6,6,8,7,7,
449, 2015/1/2 13:25:00, 1,1,1,2,2,2,3,3,3,4,4,4,0,5,5,6,0,6,8,7,7,
450, 2015/1/2 13:30:00, 1,1,1,2,2,2,3,3,3,4,4,4,0,5,5,6,0,6,8,7,11,
451, 2015/1/2 13:35:00, 1,1,1,2,2,2,3,3,3,4,4,4,0,5,5,6,0,6,8,7,7,
452, 2015/1/2 13:40:00, 1,1,1,2,2,2,3,3,3,4,4,4,0,5,5,6,0,6,8,7,7,
453, 2015/1/2 13:45:00, 1,1,1,2,2,2,3,3,3,4,4,4,0,5,5,6,0,6,7,11,7,
