step,time,0,1,2,3,4,5,6,7,8,
5287, 2015/3/15 10:20:00,6,0,0,0,0,0,0,0,0,
5288, 2015/3/15 10:40:00,6,0,0,0,0,0,0,0,0,
5289, 2015/3/15 11:0:00,6,0,0,0,0,0,0,0,0,
5290, 2015/3/15 11:20:00,6,0,0,0,0,0,0,0,0,
5291, 2015/3/15 11:40:00,6,0,0,0,0,0,0,0,0,
5292, 2015/3/15 12:0:00,6,0,0,0,0,0,0,0,0,
5293, 2015/3/15 12:20:00,6,0,0,0,0,0,0,0,0,
5294, 2015/3/15 12:40:00,6,0,0,0,0,0,0,0,0,
5295, 2015/3/15 13:0:00,6,0,0,0,0,0,0,0,0,
5296, 2015/3/15 13:20:00,6,0,0,0,0,0,0,0,0,
5297, 2015/3/15 13:40:00,6,0,0,0,0,0,0,0,0,
5298, 2015/3/15 14:0:00,6,0,0,0,0,0,0,0,0,
5299, 2015/3/15 14:20:00,6,0,0,0,0,0,0,0,0,
5300, 2015/3/15 14:40:00,6,0,0,0,0,0,0,0,0,
5301, 2015/3/15 15:0:00,6,0,0,0,0,0,0,0,0,
5302, 2015/3/15 15:20:00,6,0,0,0,0,0,0,0,0,
5303, 2015/3/15 15:40:00,6,0,0,0,0,0,0,0,0,
5304, 2015/3/15 16:0:00,6,0,0,0,0,0,0,0,0,
5305, 2015/3/15 16:20:00,6,0,0,0,0,0,0,0,0,
5306, 2015/3/15 16:40:00,6,0,0,0,0,0,0,0,0,
5307, 2015/3/15 17:0:00,6,0,0,0,0,0,0,0,0,
5308, 2015/3/15 17:20:00,6,0,0,0,0,0,0,0,0,
5309, 2015/3/15 17:40:00,6,0,0,0,0,0,0,0,0,
5310, 2015/3/15 18:0:00,6,0,0,0,0,0,0,0,0,
5311, 2015/3/15 18:20:00,6,0,0,0,0,0,0,0,0,
5312, 2015/3/15 18:40:00,6,0,0,0,0,0,0,0,0,
5313, 2015/3/15 19:0:00,6,0,0,0,0,0,0,0,0,
5314, 2015/3/15 19:20:00,6,0,0,0,0,0,0,0,0,
5315, 2015/3/15 19:40:00,6,0,0,0,0,0,0,0,0,
5316, 2015/3/15 20:0:00,6,0,0,0,0,0,0,0,0,
5317, 2015/3/15 20:20:00,6,0,0,0,0,0,0,0,0,
5318, 2015/3/15 20:40:00,6,0,0,0,0,0,0,0,0,
5319, 2015/3/15 21:0:00,6,0,0,0,0,0,0,0,0,
5320, 2015/3/15 21:20:00,6,0,0,0,0,0,0,0,0,
5321, 2015/3/15 21:40:00,6,0,0,0,0,0,0,0,0,
5322, 2015/3/15 22:0:00,6,0,0,0,0,0,0,0,0,
5323, 2015/3/15 22:20:00,6,0,0,0,0,0,0,0,0,
5324, 2015/3/15 22:40:00,6,0,0,0,0,0,0,0,0,
5325, 2015/3/15 23:0:00,6,0,0,0,0,0,0,0,0,
5326, 2015/3/15 23:20:00,6,0,0,0,0,0,0,0,0,
5327, 2015/3/15 23:40:00,6,0,0,0,0,0,0,0,0,
5328, 2015/3/16 0:0:00,6,0,0,0,0,0,0,0,0,
5329, 2015/3/16 0:20:00,6,0,0,0,0,0,0,0,0,
5330, 2015/3/16 0:40:00,6,0,0,0,0,0,0,0,0,
5331, 2015/3/16 1:0:00,6,0,0,0,0,0,0,0,0,
5332, 2015/3/16 1:20:00,6,0,0,0,0,0,0,0,0,
5333, 2015/3/16 1:40:00,6,0,0,0,0,0,0,0,0,
5334, 2015/3/16 2:0:00,6,0,0,0,0,0,0,0,0,
5335, 2015/3/16 2:20:00,6,0,0,0,0,0,0,0,0,
5336, 2015/3/16 2:40:00,6,0,0,0,0,0,0,0,0,
5337, 2015/3/16 3:0:00,6,0,0,0,0,0,0,0,0,
5338, 2015/3/16 3:20:00,6,0,0,0,0,0,0,0,0,
5339, 2015/3/16 3:40:00,6,0,0,0,0,0,0,0,0,
5340, 2015/3/16 4:0:00,6,0,0,0,0,0,0,0,0,
5341, 2015/3/16 4:20:00,6,0,0,0,0,0,0,0,0,
5342, 2015/3/16 4:40:00,6,0,0,0,0,0,0,0,0,
5343, 2015/3/16 5:0:00,6,0,0,0,0,0,0,0,0,
5344, 2015/3/16 5:20:00,6,0,0,0,0,0,0,0,0,
5345, 2015/3/16 5:40:00,6,0,0,0,0,0,0,0,0,
5346, 2015/3/16 6:0:00,6,0,0,0,0,0,0,0,0,
5347, 2015/3/16 6:20:00,6,0,0,0,0,0,0,0,0,
5348, 2015/3/16 6:40:00,6,0,0,0,0,0,0,0,0,
5349, 2015/3/16 7:0:00,6,0,0,0,0,0,0,0,0,
5350, 2015/3/16 7:20:00,6,0,0,0,0,0,0,0,0,
5351, 2015/3/16 7:40:00,6,0,0,0,0,0,0,0,0,
5352, 2015/3/16 8:0:00,6,0,0,0,0,0,0,0,0,
5353, 2015/3/16 8:20:00,6,0,0,0,0,0,0,0,0,
5354, 2015/3/16 8:40:00,5,0,0,1,0,0,0,0,0,
5355, 2015/3/16 9:0:00,5,0,0,1,0,0,0,0,0,
5356, 2015/3/16 9:20:00,2,1,1,0,0,0,2,0,0,
5357, 2015/3/16 9:40:00,0,2,1,0,1,0,2,0,0,
5358, 2015/3/16 10:0:00,0,1,0,1,0,1,2,0,1,
5359, 2015/3/16 10:20:00,0,2,1,0,0,1,2,0,0,
5360, 2015/3/16 10:40:00,0,1,1,1,0,0,2,1,0,
5361, 2015/3/16 11:0:00,0,2,0,0,0,2,2,0,0,
5362, 2015/3/16 11:20:00,0,2,1,1,0,0,2,0,0,
5363, 2015/3/16 11:40:00,1,0,1,0,1,0,2,0,1,
5364, 2015/3/16 12:0:00,1,1,2,1,0,0,0,1,0,
5365, 2015/3/16 12:20:00,5,0,0,1,0,0,0,0,0,
5366, 2015/3/16 12:40:00,2,1,1,2,0,0,0,0,0,
5367, 2015/3/16 13:0:00,2,1,1,2,0,0,0,0,0,
5368, 2015/3/16 13:20:00,0,2,0,2,0,0,0,1,1,
5369, 2015/3/16 13:40:00,1,2,1,0,2,0,0,0,0,
5370, 2015/3/16 14:0:00,0,1,2,1,1,1,0,0,0,
5371, 2015/3/16 14:20:00,0,2,2,1,0,1,0,0,0,
5372, 2015/3/16 14:40:00,0,0,0,0,0,0,6,0,0,
5373, 2015/3/16 15:0:00,0,0,0,0,0,0,6,0,0,
5374, 2015/3/16 15:20:00,0,0,0,0,0,0,6,0,0,
5375, 2015/3/16 15:40:00,1,0,1,1,1,0,0,1,1,
5376, 2015/3/16 16:0:00,0,0,0,0,0,0,6,0,0,
5377, 2015/3/16 16:20:00,1,1,1,0,1,0,0,2,0,
5378, 2015/3/16 16:40:00,0,2,1,1,0,2,0,0,0,
5379, 2015/3/16 17:0:00,0,1,2,1,0,1,0,0,1,
5380, 2015/3/16 17:20:00,0,0,0,0,0,0,6,0,0,
5381, 2015/3/16 17:40:00,0,0,0,0,0,0,6,0,0,
5382, 2015/3/16 18:0:00,0,0,0,0,0,0,6,0,0,
5383, 2015/3/16 18:20:00,6,0,0,0,0,0,0,0,0,
5384, 2015/3/16 18:40:00,6,0,0,0,0,0,0,0,0,
5385, 2015/3/16 19:0:00,6,0,0,0,0,0,0,0,0,
5386, 2015/3/16 19:20:00,6,0,0,0,0,0,0,0,0,
5387, 2015/3/16 19:40:00,6,0,0,0,0,0,0,0,0,
5388, 2015/3/16 20:0:00,6,0,0,0,0,0,0,0,0,
5389, 2015/3/16 20:20:00,6,0,0,0,0,0,0,0,0,
5390, 2015/3/16 20:40:00,6,0,0,0,0,0,0,0,0,
5391, 2015/3/16 21:0:00,6,0,0,0,0,0,0,0,0,
5392, 2015/3/16 21:20:00,6,0,0,0,0,0,0,0,0,
5393, 2015/3/16 21:40:00,6,0,0,0,0,0,0,0,0,
5394, 2015/3/16 22:0:00,6,0,0,0,0,0,0,0,0,
5395, 2015/3/16 22:20:00,6,0,0,0,0,0,0,0,0,
5396, 2015/3/16 22:40:00,6,0,0,0,0,0,0,0,0,
5397, 2015/3/16 23:0:00,6,0,0,0,0,0,0,0,0,
5398, 2015/3/16 23:20:00,6,0,0,0,0,0,0,0,0,
5399, 2015/3/16 23:40:00,6,0,0,0,0,0,0,0,0,
5400, 2015/3/17 0:0:00,6,0,0,0,0,0,0,0,0,
5401, 2015/3/17 0:20:00,6,0,0,0,0,0,0,0,0,
5402, 2015/3/17 0:40:00,6,0,0,0,0,0,0,0,0,
5403, 2015/3/17 1:0:00,6,0,0,0,0,0,0,0,0,
5404, 2015/3/17 1:20:00,6,0,0,0,0,0,0,0,0,
5405, 2015/3/17 1:40:00,6,0,0,0,0,0,0,0,0,
5406, 2015/3/17 2:0:00,6,0,0,0,0,0,0,0,0,
5407, 2015/3/17 2:20:00,6,0,0,0,0,0,0,0,0,
5408, 2015/3/17 2:40:00,6,0,0,0,0,0,0,0,0,
5409, 2015/3/17 3:0:00,6,0,0,0,0,0,0,0,0,
5410, 2015/3/17 3:20:00,6,0,0,0,0,0,0,0,0,
5411, 2015/3/17 3:40:00,6,0,0,0,0,0,0,0,0,
5412, 2015/3/17 4:0:00,6,0,0,0,0,0,0,0,0,
5413, 2015/3/17 4:20:00,6,0,0,0,0,0,0,0,0,
5414, 2015/3/17 4:40:00,6,0,0,0,0,0,0,0,0,
5415, 2015/3/17 5:0:00,6,0,0,0,0,0,0,0,0,
5416, 2015/3/17 5:20:00,6,0,0,0,0,0,0,0,0,
5417, 2015/3/17 5:40:00,6,0,0,0,0,0,0,0,0,
5418, 2015/3/17 6:0:00,6,0,0,0,0,0,0,0,0,
5419, 2015/3/17 6:20:00,6,0,0,0,0,0,0,0,0,
5420, 2015/3/17 6:40:00,6,0,0,0,0,0,0,0,0,
5421, 2015/3/17 7:0:00,6,0,0,0,0,0,0,0,0,
5422, 2015/3/17 7:20:00,6,0,0,0,0,0,0,0,0,
5423, 2015/3/17 7:40:00,6,0,0,0,0,0,0,0,0,
5424, 2015/3/17 8:0:00,6,0,0,0,0,0,0,0,0,
5425, 2015/3/17 8:20:00,5,0,0,1,0,0,0,0,0,
5426, 2015/3/17 8:40:00,3,0,2,1,0,0,0,0,0,
5427, 2015/3/17 9:0:00,2,2,1,0,0,1,0,0,0,
5428, 2015/3/17 9:20:00,1,1,2,1,0,0,0,0,1,
5429, 2015/3/17 9:40:00,0,2,1,2,1,0,0,0,0,
5430, 2015/3/17 10:0:00,0,0,0,0,0,0,6,0,0,
5431, 2015/3/17 10:20:00,1,0,3,0,0,1,0,0,1,
5432, 2015/3/17 10:40:00,0,0,0,0,0,0,6,0,0,
5433, 2015/3/17 11:0:00,0,0,0,0,0,0,6,0,0,
5434, 2015/3/17 11:20:00,2,0,0,0,1,0,0,0,3,
5435, 2015/3/17 11:40:00,3,1,0,2,0,0,0,0,0,
5436, 2015/3/17 12:0:00,5,0,0,0,0,0,0,1,0,
5437, 2015/3/17 12:20:00,3,0,2,1,0,0,0,0,0,
5438, 2015/3/17 12:40:00,2,1,1,0,0,0,0,1,1,
5439, 2015/3/17 13:0:00,2,1,1,1,0,1,0,0,0,
5440, 2015/3/17 13:20:00,0,3,2,0,0,0,0,0,1,
5441, 2015/3/17 13:40:00,0,1,1,1,3,0,0,0,0,
5442, 2015/3/17 14:0:00,0,3,2,1,0,0,0,0,0,
5443, 2015/3/17 14:20:00,0,0,1,1,0,1,0,1,2,
5444, 2015/3/17 14:40:00,0,0,0,0,0,0,6,0,0,
5445, 2015/3/17 15:0:00,0,0,0,0,0,0,6,0,0,
5446, 2015/3/17 15:20:00,0,0,0,0,0,0,6,0,0,
5447, 2015/3/17 15:40:00,0,0,0,0,0,0,6,0,0,
5448, 2015/3/17 16:0:00,0,0,0,0,0,0,6,0,0,
5449, 2015/3/17 16:20:00,0,0,0,0,0,0,6,0,0,
5450, 2015/3/17 16:40:00,0,0,0,0,0,0,6,0,0,
5451, 2015/3/17 17:0:00,0,0,0,0,0,0,6,0,0,
5452, 2015/3/17 17:20:00,1,0,0,1,0,2,0,1,1,
5453, 2015/3/17 17:40:00,0,1,3,2,0,0,0,0,0,
5454, 2015/3/17 18:0:00,0,2,3,0,1,0,0,0,0,
5455, 2015/3/17 18:20:00,6,0,0,0,0,0,0,0,0,
5456, 2015/3/17 18:40:00,6,0,0,0,0,0,0,0,0,
5457, 2015/3/17 19:0:00,6,0,0,0,0,0,0,0,0,
5458, 2015/3/17 19:20:00,6,0,0,0,0,0,0,0,0,
5459, 2015/3/17 19:40:00,6,0,0,0,0,0,0,0,0,
5460, 2015/3/17 20:0:00,6,0,0,0,0,0,0,0,0,
5461, 2015/3/17 20:20:00,6,0,0,0,0,0,0,0,0,
5462, 2015/3/17 20:40:00,6,0,0,0,0,0,0,0,0,
5463, 2015/3/17 21:0:00,6,0,0,0,0,0,0,0,0,
5464, 2015/3/17 21:20:00,6,0,0,0,0,0,0,0,0,
5465, 2015/3/17 21:40:00,6,0,0,0,0,0,0,0,0,
5466, 2015/3/17 22:0:00,6,0,0,0,0,0,0,0,0,
5467, 2015/3/17 22:20:00,6,0,0,0,0,0,0,0,0,
5468, 2015/3/17 22:40:00,6,0,0,0,0,0,0,0,0,
5469, 2015/3/17 23:0:00,6,0,0,0,0,0,0,0,0,
5470, 2015/3/17 23:20:00,6,0,0,0,0,0,0,0,0,
5471, 2015/3/17 23:40:00,6,0,0,0,0,0,0,0,0,
5472, 2015/3/18 0:0:00,6,0,0,0,0,0,0,0,0,
5473, 2015/3/18 0:20:00,6,0,0,0,0,0,0,0,0,
5474, 2015/3/18 0:40:00,6,0,0,0,0,0,0,0,0,
5475, 2015/3/18 1:0:00,6,0,0,0,0,0,0,0,0,
5476, 2015/3/18 1:20:00,6,0,0,0,0,0,0,0,0,
5477, 2015/3/18 1:40:00,6,0,0,0,0,0,0,0,0,
5478, 2015/3/18 2:0:00,6,0,0,0,0,0,0,0,0,
5479, 2015/3/18 2:20:00,6,0,0,0,0,0,0,0,0,
5480, 2015/3/18 2:40:00,6,0,0,0,0,0,0,0,0,
5481, 2015/3/18 3:0:00,6,0,0,0,0,0,0,0,0,
5482, 2015/3/18 3:20:00,6,0,0,0,0,0,0,0,0,
5483, 2015/3/18 3:40:00,6,0,0,0,0,0,0,0,0,
5484, 2015/3/18 4:0:00,6,0,0,0,0,0,0,0,0,
5485, 2015/3/18 4:20:00,6,0,0,0,0,0,0,0,0,
5486, 2015/3/18 4:40:00,6,0,0,0,0,0,0,0,0,
5487, 2015/3/18 5:0:00,6,0,0,0,0,0,0,0,0,
5488, 2015/3/18 5:20:00,6,0,0,0,0,0,0,0,0,
5489, 2015/3/18 5:40:00,6,0,0,0,0,0,0,0,0,
5490, 2015/3/18 6:0:00,6,0,0,0,0,0,0,0,0,
5491, 2015/3/18 6:20:00,6,0,0,0,0,0,0,0,0,
5492, 2015/3/18 6:40:00,6,0,0,0,0,0,0,0,0,
5493, 2015/3/18 7:0:00,6,0,0,0,0,0,0,0,0,
5494, 2015/3/18 7:20:00,6,0,0,0,0,0,0,0,0,
5495, 2015/3/18 7:40:00,6,0,0,0,0,0,0,0,0,
5496, 2015/3/18 8:0:00,6,0,0,0,0,0,0,0,0,
5497, 2015/3/18 8:20:00,6,0,0,0,0,0,0,0,0,
5498, 2015/3/18 8:40:00,3,1,2,0,0,0,0,0,0,
5499, 2015/3/18 9:0:00,2,1,1,1,0,1,0,0,0,
5500, 2015/3/18 9:20:00,2,2,2,0,0,0,0,0,0,
5501, 2015/3/18 9:40:00,0,0,0,0,0,0,6,0,0,
5502, 2015/3/18 10:0:00,0,0,0,0,0,0,6,0,0,
5503, 2015/3/18 10:20:00,0,0,0,0,0,0,6,0,0,
5504, 2015/3/18 10:40:00,0,0,0,0,0,0,6,0,0,
5505, 2015/3/18 11:0:00,0,0,0,0,0,0,6,0,0,
5506, 2015/3/18 11:20:00,0,0,0,0,0,0,6,0,0,
5507, 2015/3/18 11:40:00,0,0,0,0,0,0,6,0,0,
5508, 2015/3/18 12:0:00,2,0,1,0,1,0,0,1,1,
5509, 2015/3/18 12:20:00,4,0,1,1,0,0,0,0,0,
5510, 2015/3/18 12:40:00,1,1,1,2,0,0,0,1,0,
5511, 2015/3/18 13:0:00,1,0,1,2,0,0,0,0,2,
5512, 2015/3/18 13:20:00,0,2,2,1,0,1,0,0,0,
5513, 2015/3/18 13:40:00,0,1,2,2,0,1,0,0,0,
5514, 2015/3/18 14:0:00,0,2,2,0,0,2,0,0,0,
5515, 2015/3/18 14:20:00,0,0,0,0,0,0,6,0,0,
5516, 2015/3/18 14:40:00,0,0,0,0,0,0,6,0,0,
5517, 2015/3/18 15:0:00,0,0,0,0,0,0,6,0,0,
5518, 2015/3/18 15:20:00,0,0,0,0,0,0,6,0,0,
5519, 2015/3/18 15:40:00,0,0,0,0,0,0,6,0,0,
5520, 2015/3/18 16:0:00,0,0,0,0,0,0,6,0,0,
5521, 2015/3/18 16:20:00,0,0,0,0,0,0,6,0,0,
5522, 2015/3/18 16:40:00,0,0,0,0,0,0,6,0,0,
5523, 2015/3/18 17:0:00,0,0,0,0,0,0,6,0,0,
5524, 2015/3/18 17:20:00,0,0,0,0,0,0,6,0,0,
5525, 2015/3/18 17:40:00,0,0,2,2,0,0,0,0,2,
5526, 2015/3/18 18:0:00,0,2,1,1,1,0,0,0,1,
5527, 2015/3/18 18:20:00,6,0,0,0,0,0,0,0,0,
5528, 2015/3/18 18:40:00,6,0,0,0,0,0,0,0,0,
5529, 2015/3/18 19:0:00,6,0,0,0,0,0,0,0,0,
5530, 2015/3/18 19:20:00,6,0,0,0,0,0,0,0,0,
5531, 2015/3/18 19:40:00,6,0,0,0,0,0,0,0,0,
5532, 2015/3/18 20:0:00,6,0,0,0,0,0,0,0,0,
5533, 2015/3/18 20:20:00,6,0,0,0,0,0,0,0,0,
5534, 2015/3/18 20:40:00,6,0,0,0,0,0,0,0,0,
5535, 2015/3/18 21:0:00,6,0,0,0,0,0,0,0,0,
5536, 2015/3/18 21:20:00,6,0,0,0,0,0,0,0,0,
5537, 2015/3/18 21:40:00,6,0,0,0,0,0,0,0,0,
5538, 2015/3/18 22:0:00,6,0,0,0,0,0,0,0,0,
5539, 2015/3/18 22:20:00,6,0,0,0,0,0,0,0,0,
5540, 2015/3/18 22:40:00,6,0,0,0,0,0,0,0,0,
5541, 2015/3/18 23:0:00,6,0,0,0,0,0,0,0,0,
5542, 2015/3/18 23:20:00,6,0,0,0,0,0,0,0,0,
5543, 2015/3/18 23:40:00,6,0,0,0,0,0,0,0,0,
5544, 2015/3/19 0:0:00,6,0,0,0,0,0,0,0,0,
5545, 2015/3/19 0:20:00,6,0,0,0,0,0,0,0,0,
5546, 2015/3/19 0:40:00,6,0,0,0,0,0,0,0,0,
5547, 2015/3/19 1:0:00,6,0,0,0,0,0,0,0,0,
5548, 2015/3/19 1:20:00,6,0,0,0,0,0,0,0,0,
5549, 2015/3/19 1:40:00,6,0,0,0,0,0,0,0,0,
5550, 2015/3/19 2:0:00,6,0,0,0,0,0,0,0,0,
5551, 2015/3/19 2:20:00,6,0,0,0,0,0,0,0,0,
5552, 2015/3/19 2:40:00,6,0,0,0,0,0,0,0,0,
5553, 2015/3/19 3:0:00,6,0,0,0,0,0,0,0,0,
5554, 2015/3/19 3:20:00,6,0,0,0,0,0,0,0,0,
5555, 2015/3/19 3:40:00,6,0,0,0,0,0,0,0,0,
5556, 2015/3/19 4:0:00,6,0,0,0,0,0,0,0,0,
5557, 2015/3/19 4:20:00,6,0,0,0,0,0,0,0,0,
5558, 2015/3/19 4:40:00,6,0,0,0,0,0,0,0,0,
5559, 2015/3/19 5:0:00,6,0,0,0,0,0,0,0,0,
5560, 2015/3/19 5:20:00,6,0,0,0,0,0,0,0,0,
5561, 2015/3/19 5:40:00,6,0,0,0,0,0,0,0,0,
5562, 2015/3/19 6:0:00,6,0,0,0,0,0,0,0,0,
5563, 2015/3/19 6:20:00,6,0,0,0,0,0,0,0,0,
5564, 2015/3/19 6:40:00,6,0,0,0,0,0,0,0,0,
5565, 2015/3/19 7:0:00,6,0,0,0,0,0,0,0,0,
5566, 2015/3/19 7:20:00,6,0,0,0,0,0,0,0,0,
5567, 2015/3/19 7:40:00,6,0,0,0,0,0,0,0,0,
5568, 2015/3/19 8:0:00,6,0,0,0,0,0,0,0,0,
5569, 2015/3/19 8:20:00,4,0,1,1,0,0,0,0,0,
5570, 2015/3/19 8:40:00,2,1,2,1,0,0,0,0,0,
5571, 2015/3/19 9:0:00,1,1,1,1,0,2,0,0,0,
5572, 2015/3/19 9:20:00,1,1,2,1,0,0,0,1,0,
5573, 2015/3/19 9:40:00,0,0,1,0,0,0,5,0,0,
5574, 2015/3/19 10:0:00,0,0,0,0,0,1,5,0,0,
5575, 2015/3/19 10:20:00,0,0,1,0,0,0,5,0,0,
5576, 2015/3/19 10:40:00,0,0,1,0,0,0,5,0,0,
5577, 2015/3/19 11:0:00,0,0,1,0,0,0,5,0,0,
5578, 2015/3/19 11:20:00,0,0,0,0,0,0,5,1,0,
5579, 2015/3/19 11:40:00,1,0,0,0,0,0,5,0,0,
5580, 2015/3/19 12:0:00,1,0,0,0,0,0,5,0,0,
5581, 2015/3/19 12:20:00,4,1,0,1,0,0,0,0,0,
5582, 2015/3/19 12:40:00,2,1,2,1,0,0,0,0,0,
5583, 2015/3/19 13:0:00,1,1,1,2,0,0,0,0,1,
5584, 2015/3/19 13:20:00,1,0,3,0,1,0,0,0,1,
5585, 2015/3/19 13:40:00,0,2,2,1,1,0,0,0,0,
5586, 2015/3/19 14:0:00,0,0,2,0,1,2,0,0,1,
5587, 2015/3/19 14:20:00,0,0,0,0,0,0,6,0,0,
5588, 2015/3/19 14:40:00,0,0,0,0,0,0,6,0,0,
5589, 2015/3/19 15:0:00,0,0,0,0,0,0,6,0,0,
5590, 2015/3/19 15:20:00,0,0,0,0,0,0,6,0,0,
5591, 2015/3/19 15:40:00,1,0,1,1,2,1,0,0,0,
5592, 2015/3/19 16:0:00,0,0,0,0,0,0,6,0,0,
5593, 2015/3/19 16:20:00,0,0,0,0,0,0,6,0,0,
5594, 2015/3/19 16:40:00,0,0,0,0,0,0,6,0,0,
5595, 2015/3/19 17:0:00,0,0,0,0,0,0,6,0,0,
5596, 2015/3/19 17:20:00,0,0,0,0,0,0,6,0,0,
5597, 2015/3/19 17:40:00,0,0,0,0,0,0,6,0,0,
5598, 2015/3/19 18:0:00,0,0,0,0,0,0,6,0,0,
5599, 2015/3/19 18:20:00,6,0,0,0,0,0,0,0,0,
5600, 2015/3/19 18:40:00,6,0,0,0,0,0,0,0,0,
5601, 2015/3/19 19:0:00,6,0,0,0,0,0,0,0,0,
5602, 2015/3/19 19:20:00,6,0,0,0,0,0,0,0,0,
5603, 2015/3/19 19:40:00,6,0,0,0,0,0,0,0,0,
5604, 2015/3/19 20:0:00,6,0,0,0,0,0,0,0,0,
5605, 2015/3/19 20:20:00,6,0,0,0,0,0,0,0,0,
5606, 2015/3/19 20:40:00,6,0,0,0,0,0,0,0,0,
5607, 2015/3/19 21:0:00,6,0,0,0,0,0,0,0,0,
5608, 2015/3/19 21:20:00,6,0,0,0,0,0,0,0,0,
5609, 2015/3/19 21:40:00,6,0,0,0,0,0,0,0,0,
5610, 2015/3/19 22:0:00,6,0,0,0,0,0,0,0,0,
5611, 2015/3/19 22:20:00,6,0,0,0,0,0,0,0,0,
5612, 2015/3/19 22:40:00,6,0,0,0,0,0,0,0,0,
5613, 2015/3/19 23:0:00,6,0,0,0,0,0,0,0,0,
5614, 2015/3/19 23:20:00,6,0,0,0,0,0,0,0,0,
5615, 2015/3/19 23:40:00,6,0,0,0,0,0,0,0,0,
5616, 2015/3/20 0:0:00,6,0,0,0,0,0,0,0,0,
5617, 2015/3/20 0:20:00,6,0,0,0,0,0,0,0,0,
5618, 2015/3/20 0:40:00,6,0,0,0,0,0,0,0,0,
5619, 2015/3/20 1:0:00,6,0,0,0,0,0,0,0,0,
5620, 2015/3/20 1:20:00,6,0,0,0,0,0,0,0,0,
5621, 2015/3/20 1:40:00,6,0,0,0,0,0,0,0,0,
5622, 2015/3/20 2:0:00,6,0,0,0,0,0,0,0,0,
5623, 2015/3/20 2:20:00,6,0,0,0,0,0,0,0,0,
5624, 2015/3/20 2:40:00,6,0,0,0,0,0,0,0,0,
5625, 2015/3/20 3:0:00,6,0,0,0,0,0,0,0,0,
5626, 2015/3/20 3:20:00,6,0,0,0,0,0,0,0,0,
5627, 2015/3/20 3:40:00,6,0,0,0,0,0,0,0,0,
5628, 2015/3/20 4:0:00,6,0,0,0,0,0,0,0,0,
5629, 2015/3/20 4:20:00,6,0,0,0,0,0,0,0,0,
5630, 2015/3/20 4:40:00,6,0,0,0,0,0,0,0,0,
5631, 2015/3/20 5:0:00,6,0,0,0,0,0,0,0,0,
5632, 2015/3/20 5:20:00,6,0,0,0,0,0,0,0,0,
5633, 2015/3/20 5:40:00,6,0,0,0,0,0,0,0,0,
5634, 2015/3/20 6:0:00,6,0,0,0,0,0,0,0,0,
5635, 2015/3/20 6:20:00,6,0,0,0,0,0,0,0,0,
5636, 2015/3/20 6:40:00,6,0,0,0,0,0,0,0,0,
5637, 2015/3/20 7:0:00,6,0,0,0,0,0,0,0,0,
5638, 2015/3/20 7:20:00,6,0,0,0,0,0,0,0,0,
5639, 2015/3/20 7:40:00,6,0,0,0,0,0,0,0,0,
5640, 2015/3/20 8:0:00,6,0,0,0,0,0,0,0,0,
5641, 2015/3/20 8:20:00,4,1,1,0,0,0,0,0,0,
5642, 2015/3/20 8:40:00,4,1,0,0,1,0,0,0,0,
5643, 2015/3/20 9:0:00,4,0,1,0,0,1,0,0,0,
5644, 2015/3/20 9:20:00,0,0,0,0,0,0,6,0,0,
5645, 2015/3/20 9:40:00,1,1,1,0,2,0,0,1,0,
5646, 2015/3/20 10:0:00,0,2,1,1,0,0,0,1,1,
5647, 2015/3/20 10:20:00,0,1,2,2,1,0,0,0,0,
5648, 2015/3/20 10:40:00,0,0,0,0,0,0,6,0,0,
5649, 2015/3/20 11:0:00,2,1,1,0,1,1,0,0,0,
5650, 2015/3/20 11:20:00,0,2,1,1,1,0,0,1,0,
5651, 2015/3/20 11:40:00,0,0,0,0,0,0,6,0,0,
5652, 2015/3/20 12:0:00,0,0,0,0,0,0,6,0,0,
5653, 2015/3/20 12:20:00,1,1,2,2,0,0,0,0,0,
5654, 2015/3/20 12:40:00,1,1,1,1,0,1,0,1,0,
5655, 2015/3/20 13:0:00,1,1,1,1,0,1,0,1,0,
5656, 2015/3/20 13:20:00,1,1,1,1,0,1,0,1,0,
5657, 2015/3/20 13:40:00,0,4,1,1,0,0,0,0,0,
5658, 2015/3/20 14:0:00,0,1,2,1,0,1,0,1,0,
5659, 2015/3/20 14:20:00,0,0,0,0,0,0,6,0,0,
5660, 2015/3/20 14:40:00,0,0,0,0,0,0,6,0,0,
5661, 2015/3/20 15:0:00,0,0,0,0,0,0,6,0,0,
5662, 2015/3/20 15:20:00,0,0,0,0,0,0,6,0,0,
5663, 2015/3/20 15:40:00,0,0,1,0,1,3,0,1,0,
5664, 2015/3/20 16:0:00,0,2,2,2,0,0,0,0,0,
5665, 2015/3/20 16:20:00,0,1,0,2,0,1,0,2,0,
5666, 2015/3/20 16:40:00,0,0,0,0,0,0,6,0,0,
5667, 2015/3/20 17:0:00,0,0,0,0,0,0,6,0,0,
5668, 2015/3/20 17:20:00,0,0,0,0,0,0,6,0,0,
5669, 2015/3/20 17:40:00,0,0,0,0,0,0,6,0,0,
5670, 2015/3/20 18:0:00,1,4,0,0,0,0,0,1,0,
5671, 2015/3/20 18:20:00,6,0,0,0,0,0,0,0,0,
5672, 2015/3/20 18:40:00,6,0,0,0,0,0,0,0,0,
5673, 2015/3/20 19:0:00,6,0,0,0,0,0,0,0,0,
5674, 2015/3/20 19:20:00,6,0,0,0,0,0,0,0,0,
